COH	DAC	ELOC	HALSTEADLENGHT	HALSTEADVOCABULARY	HALSTEADVOLUME	ID	LCC	LCOM	LOC	MCCABEMETRIC	MPC	NAME	NOA	NOO	NUMBEROFCHILDREN	NUMBEROFIMPORTS	NUMBOFATTRIBUTES	NUMBOFMETHODS	PATTERNROLE	PATTERNTYPE	RFC	TCC
0	2	140	133	557	840.9011769103288	314	21	0	206	87	50	com.netflix.discovery.EurekaArchaius2ClientConfig	0	0	0	8	4	43			93	21
0	2	63	154	429	933.4643655149146	313	1	0	110	16	18	com.netflix.discovery.Ec2EurekaArchaius2InstanceConfig	4	1	0	11	2	5			23	1
0	3	95	100	403	599.8936561946682	315	9	0	146	51	28	com.netflix.discovery.EurekaArchaius2InstanceConfig	12	14	1	9	5	26			54	9
-1	0	19	45	79	196.62515336101598	312	0	3	39	5	7	com.netflix.discovery.EurekaArchaius2Module	0	0	0	8	0	3			10	0
0	7	89	127	477	783.2745943428193	230	-1	37	213	36	67	com.netflix.discovery.DiscoveryClientRedirectTest	0	0	0	25	9	10			77	0
-1	0	103	115	614	738.2994167369213	204	-1	6	162	7	24	com.netflix.discovery.DiscoveryClientHealthTest	4	0	0	6	0	4			28	0
-1	0	126	152	772	1010.645651603766	162	-1	66	189	35	68	com.netflix.discovery.DiscoveryClientRegistryTest	12	0	0	8	0	12			80	0
0	2	68	92	348	538.4026281392516	278	-1	13	131	13	52	com.netflix.discovery.DiscoveryClientEventBusTest	7	0	0	27	2	7			59	0
-1	0	15	30	57	121.29153803503651	197	0	1	27	5	6	com.netflix.discovery.AbstractDiscoveryClientTester	2	0	3	2	0	2			8	0
0	6	154	192	803	1284.1641050777782	194	0	11	240	27	74	com.netflix.discovery.DiscoveryStatusCheckerTest	0	0	0	27	14	14			88	0
0	6	114	152	626	978.781256407215	231	-1	31	153	20	28	com.netflix.discovery.DiscoveryClientRule	0	0	0	9	8	10			38	-1
0	5	118	130	701	851.8260253144967	201	3	0	194	14	27	com.netflix.discovery.TimedSupervisorTaskTest	0	0	0	13	9	7			34	3
0	4	131	148	654	959.4998880156654	277	-1	65	183	24	50	com.netflix.discovery.BaseDiscoveryClientTester	0	0	2	8	22	14			64	-1
-1	0	50	61	232	332.2509796716449	195	-1	15	87	10	46	com.netflix.discovery.EurekaLifecycleTest	0	0	0	12	0	6			52	0
0	2	28	62	134	303.6660675969565	175	0	1	49	8	13	com.netflix.discovery.DiscoveryClientDisableRegistryTest	0	0	0	7	2	3			16	0
0	3	73	95	322	548.5823968267188	268	2	0	112	15	33	com.netflix.discovery.DiscoveryClientRegisterUpdateTest	0	0	0	11	3	6			39	2
0	4	142	183	740	1209.0169840742733	172	-1	20	195	31	80	com.netflix.discovery.BackUpRegistryTest	0	0	0	15	13	13			93	-1
0	2	40	60	225	324.9660241322652	173	1	0	59	13	3	com.netflix.discovery.MockBackupRegistry	0	0	0	5	2	6			9	1
0	1	18	38	94	172.64520172626015	243	0	1	32	6	9	com.netflix.discovery.DiscoveryClientCloseJerseyThreadTest	2	0	0	4	1	2			11	0
-1	0	54	49	271	274.5038222231054	167	-1	10	85	10	48	com.netflix.discovery.InstanceRegionCheckerTest	0	0	0	5	0	5			53	0
0	8	246	322	2354	2499.9665546781116	196	-1	52	327	24	19	com.netflix.discovery.MockRemoteEurekaServer	0	0	0	25	17	12			31	-1
0	3	55	69	249	380.7042498560648	269	1	0	99	17	40	com.netflix.discovery.InstanceInfoReplicatorTest	0	0	0	15	4	6			46	1
-1	0	6	33	35	117.32648602915064	275	-1	0	11	0	0	com.netflix.discovery.CacheRefreshedEvent	0	0	0	0	0	0			0	-1
-1	0	8	59	72	252.32330102194726	78	0	1	41	2	0	com.netflix.discovery.BackupRegistry	0	0	0	2	0	2			2	0
0	34	1518	1741	8777	15808.088390052877	80	-1	1078	2147	294	474	com.netflix.discovery.DiscoveryClient	0	0	0	66	55	73	context	State	547	-1
0	4	87	161	503	1001.515017386058	81	-1	36	149	24	6	com.netflix.discovery.DiscoveryManager	0	0	0	7	5	13	singleton	Singleton	19	-1
